Serial_number:
1025413
Project ID:
3
Location:
Greenough Testing
Level
UNIT: ft
Offset: 0.000000 ft
Altitude: 0.000000 ft
Density: 1.000000 kg/L
Temperature
UNIT: Deg C
Date,Time,ms,Level,Temperature
4/11/2018,03:05:39 pm,500,-1.1622,15.917
4/11/2018,03:05:40 pm,0,-1.1581,15.931
4/11/2018,03:05:40 pm,500,-1.1584,15.944
4/11/2018,03:05:41 pm,0,-1.1599,15.958
4/11/2018,03:05:41 pm,500,-1.1605,15.974
4/11/2018,03:05:42 pm,0,-1.1595,15.989
4/11/2018,03:05:42 pm,500,-1.1617,16.004
4/11/2018,03:05:43 pm,0,-1.1615,16.020
4/11/2018,03:05:43 pm,500,-1.1615,16.037
4/11/2018,03:05:44 pm,0,-1.1625,16.052
4/11/2018,03:05:44 pm,500,-1.1636,16.067
4/11/2018,03:05:45 pm,0,-1.1628,16.084
4/11/2018,03:05:45 pm,500,-1.1621,16.100
4/11/2018,03:05:46 pm,0,-1.1629,16.116
4/11/2018,03:05:46 pm,500,-1.1638,16.131
4/11/2018,03:05:47 pm,0,-1.1637,16.147
4/11/2018,03:05:47 pm,500,-1.1637,16.163
4/11/2018,03:05:48 pm,0,-1.1636,16.178
4/11/2018,03:05:48 pm,500,-1.1627,16.194
4/11/2018,03:05:49 pm,0,-1.1644,16.209
4/11/2018,03:05:49 pm,500,-1.1643,16.224
4/11/2018,03:05:50 pm,0,-1.1638,16.240
4/11/2018,03:05:50 pm,500,-1.1643,16.254
4/11/2018,03:05:51 pm,0,-1.1645,16.269
4/11/2018,03:05:51 pm,500,-1.1646,16.283
4/11/2018,03:05:52 pm,0,-1.1651,16.298
4/11/2018,03:05:52 pm,500,-1.1650,16.312
4/11/2018,03:05:53 pm,0,-1.1641,16.326
4/11/2018,03:05:53 pm,500,-1.1638,16.340
4/11/2018,03:05:54 pm,0,-1.1642,16.354
4/11/2018,03:05:54 pm,500,-1.1642,16.367
4/11/2018,03:05:55 pm,0,-1.1642,16.380
4/11/2018,03:05:55 pm,500,-1.1650,16.393
4/11/2018,03:05:56 pm,0,-1.1652,16.407
4/11/2018,03:05:56 pm,500,-1.1641,16.420
4/11/2018,03:05:57 pm,0,-1.1639,16.433
4/11/2018,03:05:57 pm,500,-1.1635,16.445
4/11/2018,03:05:58 pm,0,-1.1652,16.458
4/11/2018,03:05:58 pm,500,-1.1647,16.470
4/11/2018,03:05:59 pm,0,-1.1639,16.482
4/11/2018,03:05:59 pm,500,-1.1630,16.495
4/11/2018,03:06:00 pm,0,-1.1645,16.507
4/11/2018,03:06:00 pm,500,-1.1645,16.519
4/11/2018,03:06:01 pm,0,-1.1641,16.531
4/11/2018,03:06:01 pm,500,-1.1632,16.543
4/11/2018,03:06:02 pm,0,-1.1641,16.554
4/11/2018,03:06:02 pm,500,-1.1620,16.565
4/11/2018,03:06:03 pm,0,-1.1633,16.576
4/11/2018,03:06:03 pm,500,-1.1633,16.588
4/11/2018,03:06:04 pm,0,-1.1646,16.598
4/11/2018,03:06:04 pm,500,-1.1645,16.610
4/11/2018,03:06:05 pm,0,-1.1639,16.621
4/11/2018,03:06:05 pm,500,-1.1632,16.632
4/11/2018,03:06:06 pm,0,-1.1620,16.642
4/11/2018,03:06:06 pm,500,-1.1629,16.653
4/11/2018,03:06:07 pm,0,-1.1638,16.663
4/11/2018,03:06:07 pm,500,-1.1647,16.674
4/11/2018,03:06:08 pm,0,-1.1630,16.684
4/11/2018,03:06:08 pm,500,-1.1642,16.693
4/11/2018,03:06:09 pm,0,-1.1617,16.703
4/11/2018,03:06:09 pm,500,-1.1634,16.715
4/11/2018,03:06:10 pm,0,-1.1634,16.723
4/11/2018,03:06:10 pm,500,-1.1628,16.733
4/11/2018,03:06:11 pm,0,-1.1625,16.744
4/11/2018,03:06:11 pm,500,-1.1634,16.754
4/11/2018,03:06:12 pm,0,-1.1639,16.763
4/11/2018,03:06:12 pm,500,-1.1630,16.772
4/11/2018,03:06:13 pm,0,-1.1630,16.781
4/11/2018,03:06:13 pm,500,-1.1620,16.791
4/11/2018,03:06:14 pm,0,-1.1634,16.799
4/11/2018,03:06:14 pm,500,-1.1614,16.810
4/11/2018,03:06:15 pm,0,-1.1612,16.818
4/11/2018,03:06:15 pm,500,-1.1608,16.828
4/11/2018,03:06:16 pm,0,-1.1610,16.836
4/11/2018,03:06:16 pm,500,-1.1614,16.845
4/11/2018,03:06:17 pm,0,-1.1607,16.854
4/11/2018,03:06:17 pm,500,-1.1603,16.862
4/11/2018,03:06:18 pm,0,-1.1611,16.871
4/11/2018,03:06:18 pm,500,-1.1613,16.878
4/11/2018,03:06:19 pm,0,-1.1619,16.887
4/11/2018,03:06:19 pm,500,-1.1614,16.895
4/11/2018,03:06:20 pm,0,-1.1616,16.904
4/11/2018,03:06:20 pm,500,-1.1611,16.912
4/11/2018,03:06:21 pm,0,-1.1602,16.919
4/11/2018,03:06:21 pm,500,-1.1615,16.928
4/11/2018,03:06:22 pm,0,-1.1604,16.935
4/11/2018,03:06:22 pm,500,-1.1596,16.943
4/11/2018,03:06:23 pm,0,-1.1588,16.950
4/11/2018,03:06:23 pm,500,-1.1587,16.958
4/11/2018,03:06:24 pm,0,-1.1602,16.966
4/11/2018,03:06:24 pm,500,-1.1589,16.974
4/11/2018,03:06:25 pm,0,-1.1580,16.980
4/11/2018,03:06:25 pm,500,-1.1578,16.988
4/11/2018,03:06:26 pm,0,-1.1600,16.995
4/11/2018,03:06:26 pm,500,-1.1588,17.003
4/11/2018,03:06:27 pm,0,-1.1581,17.009
4/11/2018,03:06:27 pm,500,-1.1582,17.017
4/11/2018,03:06:28 pm,0,-1.1580,17.024
4/11/2018,03:06:28 pm,500,-1.1579,17.031
4/11/2018,03:06:29 pm,0,-1.1582,17.038
4/11/2018,03:06:29 pm,500,-1.1581,17.044
4/11/2018,03:06:30 pm,0,-1.1576,17.052
4/11/2018,03:06:30 pm,500,-1.1566,17.058
4/11/2018,03:06:31 pm,0,-1.1569,17.065
4/11/2018,03:06:31 pm,500,-1.1567,17.071
4/11/2018,03:06:32 pm,0,-1.1567,17.078
4/11/2018,03:06:32 pm,500,-1.1577,17.084
4/11/2018,03:06:33 pm,0,-1.1560,17.091
4/11/2018,03:06:33 pm,500,-1.1571,17.097
4/11/2018,03:06:34 pm,0,-1.1571,17.103
4/11/2018,03:06:34 pm,500,-1.1571,17.109
4/11/2018,03:06:35 pm,0,-1.1567,17.115
4/11/2018,03:06:35 pm,500,-1.1566,17.121
4/11/2018,03:06:36 pm,0,-1.1563,17.127
4/11/2018,03:06:36 pm,500,-1.1556,17.134
4/11/2018,03:06:37 pm,0,-1.1559,17.138
4/11/2018,03:06:37 pm,500,-1.1551,17.144
4/11/2018,03:06:38 pm,0,-1.1563,17.150
4/11/2018,03:06:38 pm,500,-1.1548,17.156
4/11/2018,03:06:39 pm,0,-1.1555,17.161
4/11/2018,03:06:39 pm,500,-1.1553,17.167
4/11/2018,03:06:40 pm,0,-1.1554,17.171
4/11/2018,03:06:40 pm,500,-1.1558,17.177
4/11/2018,03:06:41 pm,0,-1.1546,17.182
4/11/2018,03:06:41 pm,500,-1.1560,17.188
4/11/2018,03:06:42 pm,0,-1.1545,17.192
4/11/2018,03:06:42 pm,500,-1.1544,17.197
4/11/2018,03:06:43 pm,0,-1.1536,17.202
4/11/2018,03:06:43 pm,500,-1.1532,17.207
4/11/2018,03:06:44 pm,0,-1.1543,17.211
4/11/2018,03:06:44 pm,500,-1.1531,17.217
4/11/2018,03:06:45 pm,0,-1.1523,17.221
4/11/2018,03:06:45 pm,500,-1.1534,17.226
4/11/2018,03:06:46 pm,0,-1.1540,17.229
4/11/2018,03:06:46 pm,500,-1.1536,17.234
4/11/2018,03:06:47 pm,0,-1.1536,17.238
4/11/2018,03:06:47 pm,500,-1.1527,17.243
4/11/2018,03:06:48 pm,0,-1.1538,17.246
4/11/2018,03:06:48 pm,500,-1.1533,17.251
4/11/2018,03:06:49 pm,0,-1.1522,17.256
4/11/2018,03:06:49 pm,500,-1.1540,17.259
4/11/2018,03:06:50 pm,0,-1.1541,17.263
4/11/2018,03:06:50 pm,500,-1.1534,17.267
4/11/2018,03:06:51 pm,0,-1.1537,17.272
4/11/2018,03:06:51 pm,500,-1.1519,17.275
4/11/2018,03:06:52 pm,0,-1.1533,17.279
4/11/2018,03:06:52 pm,500,-1.1524,17.283
4/11/2018,03:06:53 pm,0,-1.1530,17.287
4/11/2018,03:06:53 pm,500,-1.1507,17.290
4/11/2018,03:06:54 pm,0,-1.1518,17.294
4/11/2018,03:06:54 pm,500,-1.1522,17.298
4/11/2018,03:06:55 pm,0,-1.1530,17.302
4/11/2018,03:06:55 pm,500,-1.1516,17.305
4/11/2018,03:06:56 pm,0,-1.1506,17.308
4/11/2018,03:06:56 pm,500,-1.1513,17.312
4/11/2018,03:06:57 pm,0,-1.1521,17.315
4/11/2018,03:06:57 pm,500,-1.1527,17.318
4/11/2018,03:06:58 pm,0,-1.1504,17.323
4/11/2018,03:06:58 pm,500,-1.1510,17.325
4/11/2018,03:06:59 pm,0,-1.1499,17.329
4/11/2018,03:06:59 pm,500,-1.1509,17.332
4/11/2018,03:07:00 pm,0,-1.1514,17.336
4/11/2018,03:07:00 pm,500,-1.1507,17.339
4/11/2018,03:07:01 pm,0,-1.1515,17.342
4/11/2018,03:07:01 pm,500,-1.1503,17.345
4/11/2018,03:07:02 pm,0,-1.1501,17.347
4/11/2018,03:07:02 pm,500,-1.1514,17.351
4/11/2018,03:07:03 pm,0,-1.1513,17.354
4/11/2018,03:07:03 pm,500,-1.1518,17.356
4/11/2018,03:07:04 pm,0,-1.1507,17.359
4/11/2018,03:07:04 pm,500,-1.1525,17.362
4/11/2018,03:07:05 pm,0,-1.1514,17.366
4/11/2018,03:07:05 pm,500,-1.1495,17.368
4/11/2018,03:07:06 pm,0,-1.1510,17.370
4/11/2018,03:07:06 pm,500,-1.1489,17.374
4/11/2018,03:07:07 pm,0,-1.1515,17.375
4/11/2018,03:07:07 pm,500,-1.1507,17.378
4/11/2018,03:07:08 pm,0,-1.1488,17.382
4/11/2018,03:07:08 pm,500,-1.1499,17.383
4/11/2018,03:07:09 pm,0,-1.1513,17.386
4/11/2018,03:07:09 pm,500,-1.1494,17.388
4/11/2018,03:07:10 pm,0,-1.1518,17.390
4/11/2018,03:07:10 pm,500,-1.1499,17.393
4/11/2018,03:07:11 pm,0,-1.1488,17.395
4/11/2018,03:07:11 pm,500,-1.1493,17.396
4/11/2018,03:07:12 pm,0,-1.1486,17.399
4/11/2018,03:07:12 pm,500,-1.1499,17.401
4/11/2018,03:07:13 pm,0,-1.1498,17.403
4/11/2018,03:07:13 pm,500,-1.1487,17.405
4/11/2018,03:07:14 pm,0,-1.1479,17.407
4/11/2018,03:07:14 pm,500,-1.1493,17.409
4/11/2018,03:07:15 pm,0,-1.1508,17.413
4/11/2018,03:07:15 pm,500,-1.1507,17.414
4/11/2018,03:07:16 pm,0,-1.1525,17.416
4/11/2018,03:07:16 pm,500,-1.1542,17.417
4/11/2018,03:07:17 pm,0,-1.1536,17.419
4/11/2018,03:07:17 pm,500,-1.1541,17.421
4/11/2018,03:07:18 pm,0,-1.1554,17.421
4/11/2018,03:07:18 pm,500,-1.1535,17.425
4/11/2018,03:07:19 pm,0,-1.1542,17.426
4/11/2018,03:07:19 pm,500,-1.1557,17.427
4/11/2018,03:07:20 pm,0,-1.1547,17.429
4/11/2018,03:07:20 pm,500,-1.1535,17.430
4/11/2018,03:07:21 pm,0,-1.1545,17.431
4/11/2018,03:07:21 pm,500,-1.1550,17.433
4/11/2018,03:07:22 pm,0,-1.1539,17.434
4/11/2018,03:07:22 pm,500,-1.1524,17.435
4/11/2018,03:07:23 pm,0,-1.1544,17.436
4/11/2018,03:07:23 pm,500,-1.1533,17.437
4/11/2018,03:07:24 pm,0,-1.1533,17.438
4/11/2018,03:07:24 pm,500,-1.1537,17.440
4/11/2018,03:07:25 pm,0,-1.1522,17.441
4/11/2018,03:07:25 pm,500,-1.1529,17.442
4/11/2018,03:07:26 pm,0,-1.1540,17.442
4/11/2018,03:07:26 pm,500,-1.1535,17.443
4/11/2018,03:07:27 pm,0,-1.1523,17.444
4/11/2018,03:07:27 pm,500,-1.1525,17.446
4/11/2018,03:07:28 pm,0,-1.1537,17.445
4/11/2018,03:07:28 pm,500,-1.1526,17.446
4/11/2018,03:07:29 pm,0,-1.1525,17.447
4/11/2018,03:07:29 pm,500,-1.1538,17.448
4/11/2018,03:07:30 pm,0,-1.1515,17.448
4/11/2018,03:07:30 pm,500,-1.1521,17.448
4/11/2018,03:07:31 pm,0,-1.1530,17.450
4/11/2018,03:07:31 pm,500,-1.1513,17.449
4/11/2018,03:07:32 pm,0,-1.1507,17.451
4/11/2018,03:07:32 pm,500,-1.1519,17.451
4/11/2018,03:07:33 pm,0,-1.1506,17.452
4/11/2018,03:07:33 pm,500,-1.1534,17.452
4/11/2018,03:07:34 pm,0,-1.1530,17.451
4/11/2018,03:07:34 pm,500,-1.1509,17.453
4/11/2018,03:07:35 pm,0,-1.1503,17.453
4/11/2018,03:07:35 pm,500,-1.1522,17.452
4/11/2018,03:07:36 pm,0,-1.1528,17.452
4/11/2018,03:07:36 pm,500,-1.1486,17.453
4/11/2018,03:07:37 pm,0,-1.1502,17.451
4/11/2018,03:07:37 pm,500,-1.1516,17.451
4/11/2018,03:07:38 pm,0,-1.1504,17.452
4/11/2018,03:07:38 pm,500,-1.1500,17.453
4/11/2018,03:07:39 pm,0,-1.1495,17.451
4/11/2018,03:07:39 pm,500,-1.1506,17.451
4/11/2018,03:07:40 pm,0,-1.1513,17.450
4/11/2018,03:07:40 pm,500,-1.1499,17.450
4/11/2018,03:07:41 pm,0,-1.1495,17.449
4/11/2018,03:07:41 pm,500,-1.1495,17.450
4/11/2018,03:07:42 pm,0,-1.1484,17.448
4/11/2018,03:07:42 pm,500,-1.1497,17.448
4/11/2018,03:07:43 pm,0,-1.1488,17.448
4/11/2018,03:07:43 pm,500,-1.1491,17.448
4/11/2018,03:07:44 pm,0,-1.1484,17.445
4/11/2018,03:07:44 pm,500,-1.1485,17.446
4/11/2018,03:07:45 pm,0,-1.1472,17.447
4/11/2018,03:07:45 pm,500,-1.1487,17.446
4/11/2018,03:07:46 pm,0,-1.1495,17.444
4/11/2018,03:07:46 pm,500,-1.1485,17.443
4/11/2018,03:07:47 pm,0,-1.1495,17.442
4/11/2018,03:07:47 pm,500,-1.1451,17.442
4/11/2018,03:07:48 pm,0,-1.1421,17.439
4/11/2018,03:07:48 pm,500,-1.1386,17.439
4/11/2018,03:07:49 pm,0,-1.1426,17.439
4/11/2018,03:07:49 pm,500,-1.1431,17.437
4/11/2018,03:07:50 pm,0,-1.1415,17.437
4/11/2018,03:07:50 pm,500,-1.1454,17.436
4/11/2018,03:07:51 pm,0,-1.1430,17.433
4/11/2018,03:07:51 pm,500,-1.1427,17.434
4/11/2018,03:07:52 pm,0,-1.1412,17.431
4/11/2018,03:07:52 pm,500,-1.1455,17.431
4/11/2018,03:07:53 pm,0,-1.1417,17.430
4/11/2018,03:07:53 pm,500,-1.1377,17.429
4/11/2018,03:07:54 pm,0,-1.1363,17.427
4/11/2018,03:07:54 pm,500,-1.1392,17.425
4/11/2018,03:07:55 pm,0,-1.1306,17.425
4/11/2018,03:07:55 pm,500,-1.1259,17.423
4/11/2018,03:07:56 pm,0,-1.1287,17.423
4/11/2018,03:07:56 pm,500,-1.1299,17.422
4/11/2018,03:07:57 pm,0,-1.1360,17.420
4/11/2018,03:07:57 pm,500,-1.1228,17.419
4/11/2018,03:07:58 pm,0,-1.1333,17.418
4/11/2018,03:07:58 pm,500,-1.1441,17.416
4/11/2018,03:07:59 pm,0,-1.1476,17.416
4/11/2018,03:07:59 pm,500,-1.1501,17.415
4/11/2018,03:08:00 pm,0,-1.1496,17.414
4/11/2018,03:08:00 pm,500,-1.1386,17.414
4/11/2018,03:08:01 pm,0,-1.1414,17.414
4/11/2018,03:08:01 pm,500,-1.1387,17.413
4/11/2018,03:08:02 pm,0,-1.1327,17.411
4/11/2018,03:08:02 pm,500,-1.1363,17.411
4/11/2018,03:08:03 pm,0,-1.1361,17.410
4/11/2018,03:08:03 pm,500,-1.1450,17.409
4/11/2018,03:08:04 pm,0,-1.1412,17.410
4/11/2018,03:08:04 pm,500,-1.1304,17.409
4/11/2018,03:08:05 pm,0,-1.1331,17.408
4/11/2018,03:08:05 pm,500,-1.1287,17.407
4/11/2018,03:08:06 pm,0,-1.1366,17.407
4/11/2018,03:08:06 pm,500,-1.1372,17.407
4/11/2018,03:08:07 pm,0,-1.1299,17.407
4/11/2018,03:08:07 pm,500,-1.1291,17.405
4/11/2018,03:08:08 pm,0,-1.1409,17.405
4/11/2018,03:08:08 pm,500,-1.1335,17.405
4/11/2018,03:08:09 pm,0,-1.1327,17.404
4/11/2018,03:08:09 pm,500,-1.1392,17.405
4/11/2018,03:08:10 pm,0,-1.1351,17.405
4/11/2018,03:08:10 pm,500,-1.1332,17.404
4/11/2018,03:08:11 pm,0,-1.1372,17.404
4/11/2018,03:08:11 pm,500,-1.1397,17.403
4/11/2018,03:08:12 pm,0,-1.1307,17.404
4/11/2018,03:08:12 pm,500,-1.1323,17.403
4/11/2018,03:08:13 pm,0,-1.1358,17.403
4/11/2018,03:08:13 pm,500,-1.1382,17.403
4/11/2018,03:08:14 pm,0,-1.1488,17.404
4/11/2018,03:08:14 pm,500,-1.1398,17.404
4/11/2018,03:08:15 pm,0,-1.1502,17.402
4/11/2018,03:08:15 pm,500,-1.1557,17.403
4/11/2018,03:08:16 pm,0,-1.1422,17.403
4/11/2018,03:08:16 pm,500,-1.1551,17.404
4/11/2018,03:08:17 pm,0,-1.1539,17.403
4/11/2018,03:08:17 pm,500,-1.1531,17.404
4/11/2018,03:08:18 pm,0,-1.1511,17.403
4/11/2018,03:08:18 pm,500,-1.1407,17.404
4/11/2018,03:08:19 pm,0,-1.1381,17.404
4/11/2018,03:08:19 pm,500,-1.1428,17.403
4/11/2018,03:08:20 pm,0,-1.1516,17.404
4/11/2018,03:08:20 pm,500,-1.1516,17.404
4/11/2018,03:08:21 pm,0,-1.1540,17.404
4/11/2018,03:08:21 pm,500,-1.1553,17.404
4/11/2018,03:08:22 pm,0,-1.1549,17.405
4/11/2018,03:08:22 pm,500,-1.1553,17.407
4/11/2018,03:08:23 pm,0,-1.1560,17.407
4/11/2018,03:08:23 pm,500,-1.1561,17.406
4/11/2018,03:08:24 pm,0,-1.1566,17.407
4/11/2018,03:08:24 pm,500,-1.1542,17.408
4/11/2018,03:08:25 pm,0,-1.1541,17.407
4/11/2018,03:08:25 pm,500,-1.1544,17.408
4/11/2018,03:08:26 pm,0,-1.1542,17.409
4/11/2018,03:08:26 pm,500,-1.1554,17.409
4/11/2018,03:08:27 pm,0,-1.1548,17.409
4/11/2018,03:08:27 pm,500,-1.1559,17.410
4/11/2018,03:08:28 pm,0,-1.1555,17.409
4/11/2018,03:08:28 pm,500,-1.1552,17.410
4/11/2018,03:08:29 pm,0,-1.1539,17.410
4/11/2018,03:08:29 pm,500,-1.1550,17.412
4/11/2018,03:08:30 pm,0,-1.1530,17.411
4/11/2018,03:08:30 pm,500,-1.1561,17.411
4/11/2018,03:08:31 pm,0,-1.1547,17.412
4/11/2018,03:08:31 pm,500,-1.1548,17.411
4/11/2018,03:08:32 pm,0,-1.1555,17.412
4/11/2018,03:08:32 pm,500,-1.1567,17.413
4/11/2018,03:08:33 pm,0,-1.1558,17.412
4/11/2018,03:08:33 pm,500,-1.1557,17.413
4/11/2018,03:08:34 pm,0,-1.1559,17.414
4/11/2018,03:08:34 pm,500,-1.1557,17.413
4/11/2018,03:08:35 pm,0,-1.1565,17.413
4/11/2018,03:08:35 pm,500,-1.1567,17.413
4/11/2018,03:08:36 pm,0,-1.1591,17.414
4/11/2018,03:08:36 pm,500,-1.1562,17.414
4/11/2018,03:08:37 pm,0,-1.1535,17.414
4/11/2018,03:08:37 pm,500,-1.1535,17.415
4/11/2018,03:08:38 pm,0,-1.1529,17.415
4/11/2018,03:08:38 pm,500,-1.1522,17.414
4/11/2018,03:08:39 pm,0,-1.1512,17.414
4/11/2018,03:08:39 pm,500,-1.1520,17.414
4/11/2018,03:08:40 pm,0,-1.1500,17.415
4/11/2018,03:08:40 pm,500,-1.1542,17.414
4/11/2018,03:08:41 pm,0,-1.1546,17.415
4/11/2018,03:08:41 pm,500,-1.1546,17.415
4/11/2018,03:08:42 pm,0,-1.1552,17.416
4/11/2018,03:08:42 pm,500,-1.1554,17.416
4/11/2018,03:08:43 pm,0,-1.1551,17.416
4/11/2018,03:08:43 pm,500,-1.1559,17.416
4/11/2018,03:08:44 pm,0,-1.1546,17.416
4/11/2018,03:08:44 pm,500,-1.1578,17.416
4/11/2018,03:08:45 pm,0,-1.1562,17.416
4/11/2018,03:08:45 pm,500,-1.1561,17.416
4/11/2018,03:08:46 pm,0,-1.1568,17.417
4/11/2018,03:08:46 pm,500,-1.1570,17.417
4/11/2018,03:08:47 pm,0,-1.1556,17.417
4/11/2018,03:08:47 pm,500,-1.1531,17.417
4/11/2018,03:08:48 pm,0,-1.1527,17.417
4/11/2018,03:08:48 pm,500,-1.1560,17.416
4/11/2018,03:08:49 pm,0,-1.1560,17.417
4/11/2018,03:08:49 pm,500,-1.1549,17.416
4/11/2018,03:08:50 pm,0,-1.1561,17.418
4/11/2018,03:08:50 pm,500,-1.1485,17.418
4/11/2018,03:08:51 pm,0,-1.1593,17.417
4/11/2018,03:08:51 pm,500,-1.1559,17.418
4/11/2018,03:08:52 pm,0,-1.1548,17.419
4/11/2018,03:08:52 pm,500,-1.1550,17.418
4/11/2018,03:08:53 pm,0,-1.1530,17.418
4/11/2018,03:08:53 pm,500,-1.1571,17.418
4/11/2018,03:08:54 pm,0,-1.1570,17.420
4/11/2018,03:08:54 pm,500,-1.1546,17.419
4/11/2018,03:08:55 pm,0,-1.1563,17.420
4/11/2018,03:08:55 pm,500,-1.1556,17.420
4/11/2018,03:08:56 pm,0,-1.1571,17.420
4/11/2018,03:08:56 pm,500,-1.1557,17.420
4/11/2018,03:08:57 pm,0,-1.1547,17.420
4/11/2018,03:08:57 pm,500,-1.1539,17.421
4/11/2018,03:08:58 pm,0,-1.1495,17.421
4/11/2018,03:08:58 pm,500,-1.1550,17.421
4/11/2018,03:08:59 pm,0,-1.1551,17.421
4/11/2018,03:08:59 pm,500,-1.1546,17.421
4/11/2018,03:09:00 pm,0,-1.1534,17.421
4/11/2018,03:09:00 pm,500,-1.1524,17.422
4/11/2018,03:09:01 pm,0,-1.1544,17.423
4/11/2018,03:09:01 pm,500,-1.1528,17.422
4/11/2018,03:09:02 pm,0,-1.1543,17.422
4/11/2018,03:09:02 pm,500,-1.1546,17.422
4/11/2018,03:09:03 pm,0,-1.1542,17.422
4/11/2018,03:09:03 pm,500,-1.1537,17.422
4/11/2018,03:09:04 pm,0,-1.1552,17.422
4/11/2018,03:09:04 pm,500,-1.1546,17.423
4/11/2018,03:09:05 pm,0,-1.1527,17.423
4/11/2018,03:09:05 pm,500,-1.1544,17.422
4/11/2018,03:09:06 pm,0,-1.1554,17.423
4/11/2018,03:09:06 pm,500,-1.1559,17.423
4/11/2018,03:09:07 pm,0,-1.1552,17.424
4/11/2018,03:09:07 pm,500,-1.1558,17.424
4/11/2018,03:09:08 pm,0,-1.1531,17.423
4/11/2018,03:09:08 pm,500,-1.1536,17.424
4/11/2018,03:09:09 pm,0,-1.1539,17.424
4/11/2018,03:09:09 pm,500,-1.1544,17.424
4/11/2018,03:09:10 pm,0,-1.1543,17.425
4/11/2018,03:09:10 pm,500,-1.1557,17.425
4/11/2018,03:09:11 pm,0,-1.1548,17.425
4/11/2018,03:09:11 pm,500,-1.1561,17.426
4/11/2018,03:09:12 pm,0,-1.1570,17.425
4/11/2018,03:09:12 pm,500,-1.1569,17.425
4/11/2018,03:09:13 pm,0,-1.1569,17.426
